Input,Score,PPI
7u9w-model-29,0.0735,7u9w-model-29_A_Z
7u9w-model-3,0.1108,7u9w-model-3_A_Z
7u9w-model-30,0.0785,7u9w-model-30_A_Z
7u9w-model-31,0.1399,7u9w-model-31_A_Z
7u9w-model-32,0.1618,7u9w-model-32_A_Z
7u9w-model-33,0.1052,7u9w-model-33_A_Z
7u9w-model-34,0.114,7u9w-model-34_A_Z
7u9w-model-35,0.1095,7u9w-model-35_A_Z
7u9w-model-36,0.0586,7u9w-model-36_A_Z
7u9w-model-37,0.1308,7u9w-model-37_A_Z
7u9w-model-38,0.1272,7u9w-model-38_A_Z
7u9w-model-39,0.1316,7u9w-model-39_A_Z
7u9w-model-4,0.0824,7u9w-model-4_A_Z
7u9w-model-40,0.1556,7u9w-model-40_A_Z
7u9w-model-41,0.082,7u9w-model-41_A_Z
7u9w-model-42,0.2274,7u9w-model-42_A_Z
7u9w-model-43,0.2576,7u9w-model-43_A_Z
7u9w-model-44,0.2986,7u9w-model-44_A_Z
7u9w-model-45,0.1351,7u9w-model-45_A_Z
7u9w-model-46,0.2018,7u9w-model-46_A_Z
7u9w-model-47,0.1333,7u9w-model-47_A_Z
7u9w-model-48,0.0655,7u9w-model-48_A_Z
7u9w-model-49,0.1503,7u9w-model-49_A_Z
7u9w-model-5,0.2454,7u9w-model-5_A_Z
7u9w-model-50,0.1372,7u9w-model-50_A_Z
7u9w-model-51,0.701,7u9w-model-51_A_Z
7u9w-model-52,0.1429,7u9w-model-52_A_Z
7u9w-model-53,0.1123,7u9w-model-53_A_Z
7u9w-model-54,0.2274,7u9w-model-54_A_Z
7u9w-model-55,0.1207,7u9w-model-55_A_Z
7u9w-model-56,0.0875,7u9w-model-56_A_Z
7u9w-model-57,0.157,7u9w-model-57_A_Z
7u9w-model-58,0.3132,7u9w-model-58_A_Z
7u9w-model-59,0.1934,7u9w-model-59_A_Z
7u9w-model-6,0.1128,7u9w-model-6_A_Z
7u9w-model-60,0.122,7u9w-model-60_A_Z
7u9w-model-61,0.6897,7u9w-model-61_A_Z
7u9w-model-62,0.2366,7u9w-model-62_A_Z
7u9w-model-63,0.1568,7u9w-model-63_A_Z
7u9w-model-64,0.0715,7u9w-model-64_A_Z
7u9w-model-65,0.2524,7u9w-model-65_A_Z
7u9w-model-66,0.2274,7u9w-model-66_A_Z
7u9w-model-67,0.1567,7u9w-model-67_A_Z
7u9w-model-68,0.2962,7u9w-model-68_A_Z
7u9w-model-69,0.1574,7u9w-model-69_A_Z
7u9w-model-7,0.1804,7u9w-model-7_A_Z
7u9w-model-70,0.2186,7u9w-model-70_A_Z
7u9w-model-71,0.1318,7u9w-model-71_A_Z
7u9w-model-72,0.2598,7u9w-model-72_A_Z
7u9w-model-73,0.2274,7u9w-model-73_A_Z
7u9w-model-74,0.2274,7u9w-model-74_A_Z
7u9w-model-75,0.0855,7u9w-model-75_A_Z
7u9w-model-76,0.1163,7u9w-model-76_A_Z
7u9w-model-77,0.2343,7u9w-model-77_A_Z
7u9w-model-78,0.254,7u9w-model-78_A_Z
7u9w-model-79,0.2704,7u9w-model-79_A_Z
7u9w-model-8,0.0959,7u9w-model-8_A_Z
7u9w-model-80,0.2075,7u9w-model-80_A_Z
7u9w-model-81,0.5911,7u9w-model-81_A_Z
7u9w-model-82,0.1018,7u9w-model-82_A_Z
7u9w-model-83,0.0763,7u9w-model-83_A_Z
7u9w-model-84,0.1329,7u9w-model-84_A_Z
7u9w-model-85,0.2274,7u9w-model-85_A_Z
7u9w-model-86,0.1593,7u9w-model-86_A_Z
7u9w-model-87,0.2274,7u9w-model-87_A_Z
7u9w-model-88,0.1393,7u9w-model-88_A_Z
7u9w-model-89,0.0887,7u9w-model-89_A_Z
7u9w-model-9,0.1418,7u9w-model-9_A_Z
7u9w-model-90,0.2534,7u9w-model-90_A_Z
7u9w-model-91,0.1126,7u9w-model-91_A_Z
7u9w-model-92,0.2274,7u9w-model-92_A_Z
7u9w-model-93,0.0912,7u9w-model-93_A_Z
7u9w-model-94,0.1485,7u9w-model-94_A_Z
7u9w-model-95,0.1212,7u9w-model-95_A_Z
7u9w-model-96,0.0887,7u9w-model-96_A_Z
7u9w-model-97,0.1291,7u9w-model-97_A_Z
7u9w-model-98,0.1733,7u9w-model-98_A_Z
7u9w-model-99,0.1263,7u9w-model-99_A_Z
7uie-model-1,0.2274,7uie-model-1_A_Z
7uie-model-10,0.2355,7uie-model-10_A_Z
7uie-model-100,0.1987,7uie-model-100_A_Z
7uie-model-11,0.252,7uie-model-11_A_Z
7uie-model-12,0.1042,7uie-model-12_A_Z
7uie-model-13,0.0854,7uie-model-13_A_Z
7uie-model-14,0.1265,7uie-model-14_A_Z
7uie-model-15,0.1078,7uie-model-15_A_Z
7uie-model-16,0.2549,7uie-model-16_A_Z
7uie-model-17,0.0784,7uie-model-17_A_Z
7uie-model-18,0.0846,7uie-model-18_A_Z
7uie-model-19,0.5442,7uie-model-19_A_Z
7uie-model-2,0.0809,7uie-model-2_A_Z
7uie-model-20,0.1418,7uie-model-20_A_Z
7uie-model-21,0.1832,7uie-model-21_A_Z
7uie-model-22,0.2151,7uie-model-22_A_Z
7uie-model-23,0.1406,7uie-model-23_A_Z
7uie-model-24,0.25,7uie-model-24_A_Z
7uie-model-25,0.0919,7uie-model-25_A_Z
7uie-model-26,0.1252,7uie-model-26_A_Z
7uie-model-27,0.1433,7uie-model-27_A_Z
7uie-model-28,0.0939,7uie-model-28_A_Z
7uie-model-29,0.1521,7uie-model-29_A_Z
7uie-model-3,0.2216,7uie-model-3_A_Z
7uie-model-30,0.2443,7uie-model-30_A_Z
7uie-model-31,0.3052,7uie-model-31_A_Z
7uie-model-32,0.0961,7uie-model-32_A_Z
7uie-model-33,0.1606,7uie-model-33_A_Z
7uie-model-34,0.1418,7uie-model-34_A_Z
7uie-model-35,0.0978,7uie-model-35_A_Z
7uie-model-36,0.1325,7uie-model-36_A_Z
7uie-model-37,0.2272,7uie-model-37_A_Z
7uie-model-38,0.1306,7uie-model-38_A_Z
7uie-model-39,0.0892,7uie-model-39_A_Z
7uie-model-4,0.0955,7uie-model-4_A_Z
7uie-model-40,0.0915,7uie-model-40_A_Z
7uie-model-41,0.1068,7uie-model-41_A_Z
7uie-model-42,0.2612,7uie-model-42_A_Z
7uie-model-43,0.234,7uie-model-43_A_Z
7uie-model-44,0.3977,7uie-model-44_A_Z
7uie-model-45,0.1111,7uie-model-45_A_Z
7uie-model-46,0.0899,7uie-model-46_A_Z
7uie-model-47,0.1616,7uie-model-47_A_Z
7uie-model-48,0.0866,7uie-model-48_A_Z
7uie-model-49,0.2681,7uie-model-49_A_Z
7uie-model-5,0.2274,7uie-model-5_A_Z
7uie-model-50,0.2468,7uie-model-50_A_Z
7uie-model-51,0.2043,7uie-model-51_A_Z
7uie-model-52,0.1891,7uie-model-52_A_Z
7uie-model-53,0.232,7uie-model-53_A_Z
7uie-model-54,0.2129,7uie-model-54_A_Z
7uie-model-55,0.1252,7uie-model-55_A_Z
7uie-model-56,0.2532,7uie-model-56_A_Z
7uie-model-57,0.0933,7uie-model-57_A_Z
7uie-model-58,0.0998,7uie-model-58_A_Z
7uie-model-59,0.0781,7uie-model-59_A_Z
7uie-model-6,0.0966,7uie-model-6_A_Z
7uie-model-60,0.2274,7uie-model-60_A_Z
7uie-model-61,0.176,7uie-model-61_A_Z
7uie-model-62,0.1555,7uie-model-62_A_Z
7uie-model-63,0.068,7uie-model-63_A_Z
7uie-model-64,0.1467,7uie-model-64_A_Z
7uie-model-65,0.2107,7uie-model-65_A_Z
7uie-model-66,0.2789,7uie-model-66_A_Z
7uie-model-67,0.1363,7uie-model-67_A_Z
7uie-model-68,0.1074,7uie-model-68_A_Z
7uie-model-69,0.251,7uie-model-69_A_Z
7uie-model-7,0.0942,7uie-model-7_A_Z
7uie-model-70,0.155,7uie-model-70_A_Z
7uie-model-71,0.1018,7uie-model-71_A_Z
7uie-model-72,0.3656,7uie-model-72_A_Z
7uie-model-73,0.1052,7uie-model-73_A_Z
7uie-model-74,0.2959,7uie-model-74_A_Z
7uie-model-75,0.2298,7uie-model-75_A_Z
7uie-model-76,0.3161,7uie-model-76_A_Z
7uie-model-77,0.3146,7uie-model-77_A_Z
7uie-model-78,0.2336,7uie-model-78_A_Z
7uie-model-79,0.062,7uie-model-79_A_Z
7uie-model-8,0.3567,7uie-model-8_A_Z
7uie-model-80,0.2331,7uie-model-80_A_Z
7uie-model-81,0.128,7uie-model-81_A_Z
7uie-model-82,0.1635,7uie-model-82_A_Z
7uie-model-83,0.1302,7uie-model-83_A_Z
7uie-model-84,0.0898,7uie-model-84_A_Z
7uie-model-85,0.551,7uie-model-85_A_Z
7uie-model-86,0.2274,7uie-model-86_A_Z
7uie-model-87,0.1924,7uie-model-87_A_Z
7uie-model-88,0.0668,7uie-model-88_A_Z
7uie-model-89,0.2077,7uie-model-89_A_Z
7uie-model-9,0.1753,7uie-model-9_A_Z
7uie-model-90,0.0973,7uie-model-90_A_Z
7uie-model-91,0.0966,7uie-model-91_A_Z
7uie-model-92,0.1005,7uie-model-92_A_Z
7uie-model-93,0.2274,7uie-model-93_A_Z
7uie-model-94,0.079,7uie-model-94_A_Z
7uie-model-95,0.1274,7uie-model-95_A_Z
7uie-model-96,0.1123,7uie-model-96_A_Z
7uie-model-97,0.1315,7uie-model-97_A_Z
7uie-model-98,0.231,7uie-model-98_A_Z
7uie-model-99,0.1164,7uie-model-99_A_Z
7wqv-model-1,0.1241,7wqv-model-1_A_Z
7wqv-model-10,0.1183,7wqv-model-10_A_Z
7wqv-model-100,0.2629,7wqv-model-100_A_Z
7wqv-model-11,0.2274,7wqv-model-11_A_Z
7wqv-model-12,0.2351,7wqv-model-12_A_Z
7wqv-model-13,0.2274,7wqv-model-13_A_Z
7wqv-model-14,0.1083,7wqv-model-14_A_Z
7wqv-model-15,0.0751,7wqv-model-15_A_Z
7wqv-model-16,0.2274,7wqv-model-16_A_Z
7wqv-model-17,0.1922,7wqv-model-17_A_Z
7wqv-model-18,0.2274,7wqv-model-18_A_Z
7wqv-model-19,0.0718,7wqv-model-19_A_Z
7wqv-model-2,0.1123,7wqv-model-2_A_Z
7wqv-model-20,0.2274,7wqv-model-20_A_Z
7wqv-model-21,0.1809,7wqv-model-21_A_Z
7wqv-model-22,0.256,7wqv-model-22_A_Z
7wqv-model-23,0.1028,7wqv-model-23_A_Z
7wqv-model-24,0.2274,7wqv-model-24_A_Z
7wqv-model-25,0.0856,7wqv-model-25_A_Z
7wqv-model-26,0.2274,7wqv-model-26_A_Z
7wqv-model-27,0.2274,7wqv-model-27_A_Z
7wqv-model-28,0.2274,7wqv-model-28_A_Z
7wqv-model-29,0.1141,7wqv-model-29_A_Z
7wqv-model-3,0.2274,7wqv-model-3_A_Z
7wqv-model-30,0.1589,7wqv-model-30_A_Z
7wqv-model-31,0.2274,7wqv-model-31_A_Z
7wqv-model-32,0.2372,7wqv-model-32_A_Z
7wqv-model-33,0.2144,7wqv-model-33_A_Z
7wqv-model-34,0.0995,7wqv-model-34_A_Z
7wqv-model-35,0.2274,7wqv-model-35_A_Z
7wqv-model-36,0.1619,7wqv-model-36_A_Z
7wqv-model-37,0.1592,7wqv-model-37_A_Z
7wqv-model-38,0.2248,7wqv-model-38_A_Z
7wqv-model-39,0.0969,7wqv-model-39_A_Z
7wqv-model-4,0.1875,7wqv-model-4_A_Z
7wqv-model-40,0.2333,7wqv-model-40_A_Z
7wqv-model-41,0.1318,7wqv-model-41_A_Z
7wqv-model-42,0.1299,7wqv-model-42_A_Z
7wqv-model-43,0.2274,7wqv-model-43_A_Z
7wqv-model-44,0.1179,7wqv-model-44_A_Z
7wqv-model-45,0.0972,7wqv-model-45_A_Z
7wqv-model-46,0.2317,7wqv-model-46_A_Z
7wqv-model-47,0.0808,7wqv-model-47_A_Z
7wqv-model-48,0.2274,7wqv-model-48_A_Z
7wqv-model-49,0.2274,7wqv-model-49_A_Z
7wqv-model-5,0.0889,7wqv-model-5_A_Z
7wqv-model-50,0.2274,7wqv-model-50_A_Z
7wqv-model-51,0.1372,7wqv-model-51_A_Z
7wqv-model-52,0.2569,7wqv-model-52_A_Z
7wqv-model-53,0.3146,7wqv-model-53_A_Z
7wqv-model-54,0.2248,7wqv-model-54_A_Z
7wqv-model-55,0.2274,7wqv-model-55_A_Z
7wqv-model-56,0.2274,7wqv-model-56_A_Z
7wqv-model-57,0.1149,7wqv-model-57_A_Z
7wqv-model-58,0.1055,7wqv-model-58_A_Z
7wqv-model-59,0.2274,7wqv-model-59_A_Z
7wqv-model-6,0.2274,7wqv-model-6_A_Z
7wqv-model-60,0.1896,7wqv-model-60_A_Z
7wqv-model-61,0.0731,7wqv-model-61_A_Z
7wqv-model-62,0.1147,7wqv-model-62_A_Z
7wqv-model-63,0.1345,7wqv-model-63_A_Z
7wqv-model-64,0.2274,7wqv-model-64_A_Z
7wqv-model-65,0.2334,7wqv-model-65_A_Z
7wqv-model-66,0.2274,7wqv-model-66_A_Z
7wqv-model-67,0.141,7wqv-model-67_A_Z
7wqv-model-68,0.2274,7wqv-model-68_A_Z
7wqv-model-69,0.2979,7wqv-model-69_A_Z
7wqv-model-7,0.0895,7wqv-model-7_A_Z
7wqv-model-70,0.0905,7wqv-model-70_A_Z
7wqv-model-71,0.1002,7wqv-model-71_A_Z
7wqv-model-72,0.092,7wqv-model-72_A_Z
7wqv-model-73,0.2274,7wqv-model-73_A_Z
7wqv-model-74,0.2384,7wqv-model-74_A_Z
7wqv-model-75,0.2274,7wqv-model-75_A_Z
7wqv-model-76,0.4343,7wqv-model-76_A_Z
7wqv-model-77,0.2274,7wqv-model-77_A_Z
7wqv-model-78,0.1628,7wqv-model-78_A_Z
7wqv-model-79,0.2274,7wqv-model-79_A_Z
7wqv-model-8,0.2274,7wqv-model-8_A_Z
7wqv-model-80,0.2274,7wqv-model-80_A_Z
7wqv-model-81,0.1141,7wqv-model-81_A_Z
7wqv-model-82,0.2329,7wqv-model-82_A_Z
7wqv-model-83,0.1479,7wqv-model-83_A_Z
7wqv-model-84,0.2596,7wqv-model-84_A_Z
7wqv-model-85,0.242,7wqv-model-85_A_Z
7wqv-model-86,0.2274,7wqv-model-86_A_Z
7wqv-model-87,0.2274,7wqv-model-87_A_Z
7wqv-model-88,0.0837,7wqv-model-88_A_Z
7wqv-model-89,0.1776,7wqv-model-89_A_Z
7wqv-model-9,0.1199,7wqv-model-9_A_Z
7wqv-model-90,0.1011,7wqv-model-90_A_Z
7wqv-model-91,0.1514,7wqv-model-91_A_Z
7wqv-model-92,0.1953,7wqv-model-92_A_Z
7wqv-model-93,0.1123,7wqv-model-93_A_Z
7wqv-model-94,0.0744,7wqv-model-94_A_Z
7wqv-model-95,0.0735,7wqv-model-95_A_Z
7wqv-model-96,0.2274,7wqv-model-96_A_Z
7wqv-model-97,0.2828,7wqv-model-97_A_Z
7wqv-model-98,0.2274,7wqv-model-98_A_Z
7wqv-model-99,0.0959,7wqv-model-99_A_Z
7xbf-model-1,0.2274,7xbf-model-1_A_Z
7xbf-model-10,0.2274,7xbf-model-10_A_Z
7xbf-model-100,0.1536,7xbf-model-100_A_Z
7xbf-model-11,0.067,7xbf-model-11_A_Z
7xbf-model-12,0.1943,7xbf-model-12_A_Z
7xbf-model-13,0.3035,7xbf-model-13_A_Z
7xbf-model-14,0.1259,7xbf-model-14_A_Z
7xbf-model-15,0.2851,7xbf-model-15_A_Z
7xbf-model-16,0.1149,7xbf-model-16_A_Z
7xbf-model-17,0.2274,7xbf-model-17_A_Z
7xbf-model-18,0.1719,7xbf-model-18_A_Z
7xbf-model-19,0.3021,7xbf-model-19_A_Z
7xbf-model-2,0.1314,7xbf-model-2_A_Z
7xbf-model-20,0.2274,7xbf-model-20_A_Z
7xbf-model-21,0.1019,7xbf-model-21_A_Z
7xbf-model-22,0.0813,7xbf-model-22_A_Z
7xbf-model-23,0.1025,7xbf-model-23_A_Z
7xbf-model-24,0.1484,7xbf-model-24_A_Z
7xbf-model-25,0.1125,7xbf-model-25_A_Z
7xbf-model-26,0.0898,7xbf-model-26_A_Z
7xbf-model-27,0.0665,7xbf-model-27_A_Z
7xbf-model-28,0.0986,7xbf-model-28_A_Z
7xbf-model-29,0.1461,7xbf-model-29_A_Z
7xbf-model-3,0.2274,7xbf-model-3_A_Z
7xbf-model-30,0.1464,7xbf-model-30_A_Z
7xbf-model-31,0.088,7xbf-model-31_A_Z
7xbf-model-32,0.3052,7xbf-model-32_A_Z
7xbf-model-33,0.274,7xbf-model-33_A_Z
7xbf-model-34,0.2085,7xbf-model-34_A_Z
7xbf-model-35,0.2011,7xbf-model-35_A_Z
7xbf-model-36,0.2274,7xbf-model-36_A_Z
7xbf-model-37,0.1148,7xbf-model-37_A_Z
7xbf-model-38,0.0967,7xbf-model-38_A_Z
7xbf-model-39,0.1469,7xbf-model-39_A_Z
7xbf-model-4,0.2326,7xbf-model-4_A_Z
7xbf-model-40,0.1576,7xbf-model-40_A_Z
7xbf-model-41,0.0987,7xbf-model-41_A_Z
7xbf-model-42,0.3478,7xbf-model-42_A_Z
7xbf-model-43,0.1117,7xbf-model-43_A_Z
7xbf-model-44,0.2274,7xbf-model-44_A_Z
7xbf-model-45,0.071,7xbf-model-45_A_Z
7xbf-model-46,0.0756,7xbf-model-46_A_Z
7xbf-model-47,0.1259,7xbf-model-47_A_Z
7xbf-model-48,0.0759,7xbf-model-48_A_Z
7xbf-model-49,0.2419,7xbf-model-49_A_Z
7xbf-model-5,0.2257,7xbf-model-5_A_Z
7xbf-model-50,0.0698,7xbf-model-50_A_Z
7xbf-model-51,0.1951,7xbf-model-51_A_Z
7xbf-model-52,0.279,7xbf-model-52_A_Z
7xbf-model-53,0.184,7xbf-model-53_A_Z
7xbf-model-54,0.2606,7xbf-model-54_A_Z
7xbf-model-55,0.2274,7xbf-model-55_A_Z
7xbf-model-56,0.2274,7xbf-model-56_A_Z
7xbf-model-57,0.1105,7xbf-model-57_A_Z
7xbf-model-58,0.1006,7xbf-model-58_A_Z
7xbf-model-59,0.5416,7xbf-model-59_A_Z
7xbf-model-6,0.0476,7xbf-model-6_A_Z
7xbf-model-60,0.1364,7xbf-model-60_A_Z
7xbf-model-61,0.0942,7xbf-model-61_A_Z
7xbf-model-62,0.1077,7xbf-model-62_A_Z
7xbf-model-63,0.1196,7xbf-model-63_A_Z
7xbf-model-64,0.0872,7xbf-model-64_A_Z
7xbf-model-65,0.2274,7xbf-model-65_A_Z
7xbf-model-66,0.173,7xbf-model-66_A_Z
7xbf-model-67,0.2412,7xbf-model-67_A_Z
7xbf-model-68,0.3069,7xbf-model-68_A_Z
7xbf-model-69,0.0753,7xbf-model-69_A_Z
7xbf-model-7,0.1067,7xbf-model-7_A_Z
7xbf-model-70,0.3357,7xbf-model-70_A_Z
7xbf-model-71,0.1184,7xbf-model-71_A_Z
7xbf-model-72,0.2359,7xbf-model-72_A_Z
7xbf-model-73,0.1168,7xbf-model-73_A_Z
7xbf-model-74,0.2362,7xbf-model-74_A_Z
7xbf-model-75,0.2469,7xbf-model-75_A_Z
7xbf-model-76,0.2586,7xbf-model-76_A_Z
7xbf-model-77,0.246,7xbf-model-77_A_Z
7xbf-model-78,0.1096,7xbf-model-78_A_Z
7xbf-model-79,0.0798,7xbf-model-79_A_Z
7xbf-model-8,0.1286,7xbf-model-8_A_Z
7xbf-model-80,0.2274,7xbf-model-80_A_Z
7xbf-model-81,0.2188,7xbf-model-81_A_Z
7xbf-model-82,0.203,7xbf-model-82_A_Z
7xbf-model-83,0.1041,7xbf-model-83_A_Z
7xbf-model-84,0.2274,7xbf-model-84_A_Z
7xbf-model-85,0.2274,7xbf-model-85_A_Z
7xbf-model-86,0.0747,7xbf-model-86_A_Z
7xbf-model-87,0.2274,7xbf-model-87_A_Z
7xbf-model-88,0.1004,7xbf-model-88_A_Z
7xbf-model-89,0.1166,7xbf-model-89_A_Z
7xbf-model-9,0.1136,7xbf-model-9_A_Z
7xbf-model-90,0.2274,7xbf-model-90_A_Z
7xbf-model-91,0.095,7xbf-model-91_A_Z
7xbf-model-92,0.1432,7xbf-model-92_A_Z
7xbf-model-93,0.261,7xbf-model-93_A_Z
7xbf-model-94,0.2409,7xbf-model-94_A_Z
7xbf-model-95,0.1402,7xbf-model-95_A_Z
7xbf-model-96,0.1945,7xbf-model-96_A_Z
7xbf-model-97,0.1182,7xbf-model-97_A_Z
7xbf-model-98,0.2346,7xbf-model-98_A_Z
7xbf-model-99,0.1807,7xbf-model-99_A_Z
7xyq-model-1,0.1219,7xyq-model-1_A_Z
7xyq-model-10,0.1099,7xyq-model-10_A_Z
7xyq-model-100,0.2469,7xyq-model-100_A_Z
7xyq-model-11,0.0913,7xyq-model-11_A_Z
7xyq-model-12,0.1221,7xyq-model-12_A_Z
7xyq-model-13,0.1011,7xyq-model-13_A_Z
7xyq-model-14,0.1628,7xyq-model-14_A_Z
7xyq-model-15,0.223,7xyq-model-15_A_Z
7xyq-model-16,0.1244,7xyq-model-16_A_Z
7xyq-model-17,0.245,7xyq-model-17_A_Z
7xyq-model-18,0.1439,7xyq-model-18_A_Z
7xyq-model-19,0.2274,7xyq-model-19_A_Z
7xyq-model-2,0.2522,7xyq-model-2_A_Z
7xyq-model-20,0.1596,7xyq-model-20_A_Z
7xyq-model-21,0.2718,7xyq-model-21_A_Z
7xyq-model-22,0.1109,7xyq-model-22_A_Z
7xyq-model-23,0.1403,7xyq-model-23_A_Z
7xyq-model-24,0.0955,7xyq-model-24_A_Z
7xyq-model-25,0.6815,7xyq-model-25_A_Z
7xyq-model-26,0.1851,7xyq-model-26_A_Z
7xyq-model-27,0.2242,7xyq-model-27_A_Z
7xyq-model-28,0.2598,7xyq-model-28_A_Z
7xyq-model-29,0.2274,7xyq-model-29_A_Z
7xyq-model-3,0.1559,7xyq-model-3_A_Z
7xyq-model-30,0.1235,7xyq-model-30_A_Z
7xyq-model-31,0.2851,7xyq-model-31_A_Z
7xyq-model-32,0.2668,7xyq-model-32_A_Z
7xyq-model-33,0.0683,7xyq-model-33_A_Z
7xyq-model-34,0.2274,7xyq-model-34_A_Z
7xyq-model-35,0.1457,7xyq-model-35_A_Z
7xyq-model-36,0.2194,7xyq-model-36_A_Z
7xyq-model-37,0.2543,7xyq-model-37_A_Z
7xyq-model-38,0.077,7xyq-model-38_A_Z
7xyq-model-39,0.1757,7xyq-model-39_A_Z
7xyq-model-4,0.2274,7xyq-model-4_A_Z
7xyq-model-40,0.1579,7xyq-model-40_A_Z
7xyq-model-41,0.1548,7xyq-model-41_A_Z
7xyq-model-42,0.2274,7xyq-model-42_A_Z
7xyq-model-43,0.2274,7xyq-model-43_A_Z
7xyq-model-44,0.2273,7xyq-model-44_A_Z
7xyq-model-45,0.0939,7xyq-model-45_A_Z
7xyq-model-46,0.1232,7xyq-model-46_A_Z
7xyq-model-47,0.0639,7xyq-model-47_A_Z
7xyq-model-48,0.2805,7xyq-model-48_A_Z
7xyq-model-49,0.0908,7xyq-model-49_A_Z
7xyq-model-5,0.2274,7xyq-model-5_A_Z
7xyq-model-50,0.1019,7xyq-model-50_A_Z
7xyq-model-51,0.1302,7xyq-model-51_A_Z
7xyq-model-52,0.2274,7xyq-model-52_A_Z
7xyq-model-53,0.2381,7xyq-model-53_A_Z
7xyq-model-54,0.1385,7xyq-model-54_A_Z
7xyq-model-55,0.1051,7xyq-model-55_A_Z
7xyq-model-56,0.1028,7xyq-model-56_A_Z
7xyq-model-57,0.1405,7xyq-model-57_A_Z
7xyq-model-58,0.2083,7xyq-model-58_A_Z
7xyq-model-59,0.1746,7xyq-model-59_A_Z
7xyq-model-6,0.2273,7xyq-model-6_A_Z
7xyq-model-60,0.2657,7xyq-model-60_A_Z
7xyq-model-61,0.2274,7xyq-model-61_A_Z
7xyq-model-62,0.1486,7xyq-model-62_A_Z
7xyq-model-63,0.0848,7xyq-model-63_A_Z
7xyq-model-64,0.2027,7xyq-model-64_A_Z
7xyq-model-65,0.0965,7xyq-model-65_A_Z
7xyq-model-66,0.1633,7xyq-model-66_A_Z
7xyq-model-67,0.0922,7xyq-model-67_A_Z
7xyq-model-68,0.1373,7xyq-model-68_A_Z
7xyq-model-69,0.2386,7xyq-model-69_A_Z
7xyq-model-7,0.0681,7xyq-model-7_A_Z
7xyq-model-70,0.0513,7xyq-model-70_A_Z
7xyq-model-71,0.2037,7xyq-model-71_A_Z
7xyq-model-72,0.1214,7xyq-model-72_A_Z
7xyq-model-73,0.6772,7xyq-model-73_A_Z
7xyq-model-74,0.2877,7xyq-model-74_A_Z
7xyq-model-75,0.111,7xyq-model-75_A_Z
7xyq-model-76,0.1118,7xyq-model-76_A_Z
7xyq-model-77,0.0994,7xyq-model-77_A_Z
7xyq-model-78,0.1049,7xyq-model-78_A_Z
7xyq-model-79,0.2274,7xyq-model-79_A_Z
7xyq-model-8,0.1846,7xyq-model-8_A_Z
7xyq-model-80,0.1607,7xyq-model-80_A_Z
7xyq-model-81,0.0762,7xyq-model-81_A_Z
7xyq-model-82,0.1291,7xyq-model-82_A_Z
7xyq-model-83,0.1053,7xyq-model-83_A_Z
7xyq-model-84,0.2274,7xyq-model-84_A_Z
7xyq-model-85,0.2286,7xyq-model-85_A_Z
7xyq-model-86,0.1302,7xyq-model-86_A_Z
7xyq-model-87,0.2711,7xyq-model-87_A_Z
7xyq-model-88,0.1141,7xyq-model-88_A_Z
7xyq-model-89,0.0695,7xyq-model-89_A_Z
7xyq-model-9,0.1069,7xyq-model-9_A_Z
7xyq-model-90,0.1856,7xyq-model-90_A_Z
7xyq-model-91,0.105,7xyq-model-91_A_Z
7xyq-model-92,0.1204,7xyq-model-92_A_Z
7xyq-model-93,0.1269,7xyq-model-93_A_Z
7xyq-model-94,0.2304,7xyq-model-94_A_Z
7xyq-model-95,0.1485,7xyq-model-95_A_Z
7xyq-model-96,0.6627,7xyq-model-96_A_Z
7xyq-model-97,0.1471,7xyq-model-97_A_Z
7xyq-model-98,0.1207,7xyq-model-98_A_Z
7xyq-model-99,0.2231,7xyq-model-99_A_Z
7y4a-model-1,0.0877,7y4a-model-1_A_Z
7y4a-model-10,0.1362,7y4a-model-10_A_Z
7y4a-model-100,0.1068,7y4a-model-100_A_Z
7y4a-model-11,0.1079,7y4a-model-11_A_Z
7y4a-model-12,0.0835,7y4a-model-12_A_Z
7y4a-model-13,0.2088,7y4a-model-13_A_Z
7y4a-model-14,0.2031,7y4a-model-14_A_Z
7y4a-model-15,0.2585,7y4a-model-15_A_Z
7y4a-model-16,0.155,7y4a-model-16_A_Z
7y4a-model-17,0.1626,7y4a-model-17_A_Z
7y4a-model-18,0.2297,7y4a-model-18_A_Z
7y4a-model-19,0.2544,7y4a-model-19_A_Z
7y4a-model-2,0.261,7y4a-model-2_A_Z
7y4a-model-20,0.1599,7y4a-model-20_A_Z
7y4a-model-21,0.1114,7y4a-model-21_A_Z
7y4a-model-22,0.0961,7y4a-model-22_A_Z
7y4a-model-23,0.1663,7y4a-model-23_A_Z
7y4a-model-24,0.2326,7y4a-model-24_A_Z
7y4a-model-25,0.1791,7y4a-model-25_A_Z
7y4a-model-26,0.1339,7y4a-model-26_A_Z
7y4a-model-27,0.1037,7y4a-model-27_A_Z
7y4a-model-28,0.2274,7y4a-model-28_A_Z
7y4a-model-29,0.2274,7y4a-model-29_A_Z
7y4a-model-3,0.1586,7y4a-model-3_A_Z
7y4a-model-30,0.1007,7y4a-model-30_A_Z
7y4a-model-31,0.1173,7y4a-model-31_A_Z
7y4a-model-32,0.2435,7y4a-model-32_A_Z
7y4a-model-33,0.2449,7y4a-model-33_A_Z
7y4a-model-34,0.1897,7y4a-model-34_A_Z
7y4a-model-35,0.2117,7y4a-model-35_A_Z
